Data,Kadar Air,Tidak Larut,Klasium,Magnesium,Sulfat,NaCl(wb),NaCl(db),Grade
339,"8,03059","0,296823","0,221097","0,411241","0,933233","88,264","95,9711",K4
340,"6,56371","0,406473","0,2395","0,561737","1,7676","87,401","93,5408",K1
341,"7,85441","0,415753","0,286933","1,17863","1,87263","84,9045","92,1417",K1
342,"9,89","0,0438109","0,247473","1,13387","1,12561","82,6755","91,7495",K2
343,"5,67515","0,36402","0,517139","0,451322","1,83871","85,7645","90,9246",K2
344,"6,45724","0,138172","0,217296","0,691001","0,879851","89,091","95,241",K2
345,"6,40301","0,440595","0,473796","0,540127","1,29178","87,638","93,6333",K2
346,"6,48855","0,506468","0,545476","0,355745","1,92819","87,2341","93,287",K3
347,"1,16959","0,639231","0,538205","0,0672756","1,28442","93,9778","95,09",K3
348,"4,22265","0,482097","0,127466","0,305918","1,12947","89,8336","93,7942",K3
349,"2,7933","0,0327535","0,341825","0,177749","1,42274","90,1957","92,7876",K4
